Gộp lịch csv Subject,Start Date,Start Time,End Date,End Time,Description,Location
Thực hành: Tìm hiểu về CI/CD,2026-01-30,19:00,2026-01-30,21:00,Học về Continuous Integration và Continuous Deployment,https://www.atlassian.com/continuous-delivery/ci-vs-ci
Dự án thực tế: Xây dựng ứng dụng web eCommerce với Vue.js,2026-01-31,19:00,2026-01-31,21:00,Xây dựng ứng dụng web eCommerce với Vue.js,https://vuejs.org/
Thực hành: Tìm hiểu về GraphQL,2026-02-01,19:00,2026-02-01,21:00,Học về GraphQL và cách sử dụng nó,https://graphql.org/
Dự án thực tế: Tạo API RESTful với Express.js,2026-02-02,19:00,2026-02-02,21:00,Xây dựng API RESTful với Express.js,https://expressjs.com/
Thực hành: Làm việc với WebSocket,2026-02-03,19:00,2026-02-03,21:00,Học cách sử dụng WebSocket trong phát triển ứng dụng web,https://developer.mozilla.org/en-US/docs/Web/API/WebSockets_API
Dự án thực tế: Tạo ứng dụng lịch sử tìm kiếm với Elasticsearch,2026-02-04,19:00,2026-02-04,21:00,Xây dựng ứng dụng tìm kiếm với Elasticsearch,https://www.elastic.co/
Thực hành: Học về Docker Compose,2026-02-05,19:00,2026-02-05,21:00,Học cách sử dụng Docker Compose để quản lý các container,https://docs.docker.com/compose/
Dự án thực tế: Tạo trang web portfolio cá nhân,2026-02-06,19:00,2026-02-06,21:00,Xây dựng trang web portfolio cá nhân,https://developer.mozilla.org/en-US/docs/Learn/Getting_started_with_the_web/Creating_a_website
Thực hành: Tìm hiểu về Kubernetes,2026-02-07,19:00,2026-02-07,21:00,Học về Kubernetes và cách triển khai ứng dụng,https://kubernetes.io/
Dự án thực tế: Tạo ứng dụng quản lý công việc với React,2026-02-08,19:00,2026-02-08,21:00,Xây dựng ứng dụng quản lý công việc với React,https://reactjs.org/
Thực hành: Tìm hiểu về Microservices,2026-02-09,19:00,2026-02-09,21:00,Học về kiến trúc Microservices và cách triển khai,https://microservices.io/
Dự án thực tế: Xây dựng hệ thống blog với Next.js,2026-02-10,19:00,2026-02-10,21:00,Xây dựng hệ thống blog với Next.js,https://nextjs.org/
Thực hành: Học về serverless architecture,2026-02-11,19:00,2026-02-11,21:00,Tìm hiểu về serverless và cách triển khai với AWS Lambda,https://aws.amazon.com/lambda/
Dự án thực tế: Tạo ứng dụng phân tích dữ liệu với Python,2026-02-12,19:00,2026-02-12,21:00,Xây dựng ứng dụng phân tích dữ liệu với Python và Pandas,https://pandas.pydata.org/
Thực hành: Tìm hiểu về OAuth2 và bảo mật ứng dụng,2026-02-13,19:00,2026-02-13,21:00,Học về OAuth2 và cách bảo mật ứng dụng web,https://oauth.net/2/
Dự án thực tế: Tạo ứng dụng chatbot với Node.js,2026-02-14,19:00,2026-02-14,21:00,Xây dựng ứng dụng chatbot với Node.js,https://nodejs.org/
Thực hành: Học về Progressive Web Apps (PWA),2026-02-15,19:00,2026-02-15,21:00,Tìm hiểu về Progressive Web Apps và cách phát triển,https://web.dev/progressive-web-apps/
Dự án thực tế: Tạo ứng dụng quản lý tài chính cá nhân,2026-02-16,19:00,2026-02-16,21:00,Xây dựng ứng dụng quản lý tài chính cá nhân,https://developer.mozilla.org/en-US/docs/Learn/Tools_and_testing/Client-side_JavaScript_frameworks
